booking_id,hotel,is_canceled,lead_time,arrival_date,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
BKG1335,Resort Hotel,0,295,2025-07-18,3,3,2,0,0,BB,ITA,Offline TA/TO,Corporate,0,0,B,H,1,No Deposit,4,Transient,170.86,0,4
BKG1336,City Hotel,0,16,2025-08-01,2,2,2,0,0,HB,PRT,Direct,GDS,0,0,F,A,0,No Deposit,8,Contract,140.38,0,2
BKG1337,City Hotel,0,128,2024-09-26,1,4,3,0,0,BB,PRT,Direct,Corporate,0,2,E,A,1,No Deposit,0,Contract,94.37,0,2
BKG1338,Resort Hotel,0,216,2025-01-29,2,2,2,1,0,BB,DEU,Offline TA/TO,Direct,0,0,A,F,2,No Deposit,8,Transient,183.23,0,5
BKG1339,Resort Hotel,0,60,2024-12-25,3,1,2,1,0,SC,USA,Corporate,TA/TO,0,1,H,E,3,No Deposit,9,Transient,176.09,0,4
BKG1340,City Hotel,0,103,2024-12-29,0,3,4,1,1,BB,FRA,Direct,Direct,0,0,C,D,1,No Deposit,6,Group,120.93,0,0
BKG1341,Resort Hotel,0,41,2025-06-08,0,2,2,0,0,BB,GBR,Corporate,Direct,0,0,E,G,0,No Deposit,3,Transient-Party,55.86,0,4
BKG1342,City Hotel,0,24,2025-06-23,3,4,2,0,0,BB,GBR,Corporate,TA/TO,0,2,G,F,3,Non Refund,2,Transient-Party,145.78,0,3
BKG1343,Resort Hotel,0,38,2024-12-28,0,4,2,0,0,BB,USA,Online TA,GDS,0,1,D,A,2,No Deposit,9,Transient-Party,57.59,0,5
BKG1344,City Hotel,1,290,2024-09-22,1,2,2,1,0,HB,USA,Offline TA/TO,TA/TO,0,0,E,D,3,No Deposit,5,Group,188.94,0,4
BKG1345,City Hotel,0,130,2025-03-29,3,4,2,0,1,BB,USA,Online TA,GDS,0,1,G,D,2,No Deposit,0,Transient,194.24,0,0
BKG1346,City Hotel,0,228,2025-03-12,2,5,2,0,0,BB,ESP,Offline TA/TO,GDS,0,1,E,E,3,No Deposit,2,Transient,78.42,0,4
BKG1347,Resort Hotel,0,107,2025-01-05,3,5,2,0,0,BB,ESP,Offline TA/TO,Corporate,0,1,D,H,1,No Deposit,1,Transient-Party,151.46,2,2
BKG1348,Resort Hotel,0,171,2024-12-22,1,5,2,0,0,HB,DEU,Corporate,Corporate,0,2,H,D,1,Non Refund,8,Transient-Party,63.84,0,1
BKG1349,City Hotel,0,101,2025-02-15,1,1,3,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,E,B,0,No Deposit,2,Group,159.43,2,2
BKG1350,Resort Hotel,0,353,2024-10-19,3,2,2,0,0,BB,ITA,Corporate,Direct,0,2,C,D,2,No Deposit,1,Contract,102.09,0,1
BKG1351,City Hotel,0,11,2024-11-07,3,1,2,1,1,BB,ITA,Corporate,TA/TO,0,0,F,E,0,No Deposit,3,Contract,152.16,0,4
BKG1352,City Hotel,0,274,2024-11-05,0,4,2,0,0,BB,PRT,Offline TA/TO,GDS,0,0,B,F,1,No Deposit,1,Transient-Party,105.93,0,3
BKG1353,Resort Hotel,0,100,2025-01-17,1,1,2,0,0,BB,DEU,Corporate,Corporate,0,2,E,E,2,Non Refund,0,Group,71.84,0,4
BKG1354,Resort Hotel,0,43,2025-04-29,3,4,2,0,0,BB,GBR,Corporate,TA/TO,0,1,C,G,0,No Deposit,5,Transient-Party,110.92,0,0
BKG1355,City Hotel,0,304,2024-12-11,3,4,3,0,0,FB,FRA,Corporate,TA/TO,0,1,B,E,0,Non Refund,9,Contract,66.9,0,4
BKG1356,Resort Hotel,0,16,2024-12-28,1,3,3,0,0,BB,PRT,Direct,Corporate,0,0,H,A,0,No Deposit,7,Transient-Party,136.53,0,1
BKG1357,Resort Hotel,0,329,2025-04-01,3,5,2,1,0,SC,GBR,Corporate,Corporate,0,2,G,B,0,No Deposit,9,Contract,56.14,0,2
BKG1358,City Hotel,0,56,2025-06-18,0,4,4,0,0,SC,GBR,Direct,Corporate,0,1,B,H,0,No Deposit,9,Contract,129.1,0,3
BKG1359,City Hotel,0,310,2025-07-04,1,3,2,1,0,BB,DEU,Direct,GDS,0,1,G,A,2,No Deposit,1,Contract,182.96,0,4
BKG1360,Resort Hotel,0,302,2024-11-16,0,5,2,0,0,BB,USA,Corporate,Corporate,0,0,E,F,0,No Deposit,8,Transient,175.68,0,4
BKG1361,City Hotel,1,11,2025-02-08,0,4,2,0,0,BB,USA,Corporate,Direct,0,0,C,C,2,No Deposit,2,Transient,182.42,0,2
BKG1362,City Hotel,0,317,2025-03-03,0,4,3,1,0,HB,PRT,Direct,TA/TO,0,2,F,F,0,No Deposit,7,Transient-Party,188.31,0,3
BKG1363,Resort Hotel,0,79,2025-04-26,0,1,2,0,0,BB,USA,Direct,Corporate,0,0,E,B,1,No Deposit,7,Contract,65.68,0,5
BKG1364,City Hotel,1,215,2024-10-04,1,1,2,0,0,BB,GBR,Corporate,Corporate,1,1,G,D,1,No Deposit,2,Transient,69.31,0,4
BKG1365,City Hotel,1,338,2024-12-23,0,5,2,0,0,BB,USA,Corporate,GDS,0,1,D,E,0,No Deposit,2,Transient-Party,133.55,0,4
BKG1366,Resort Hotel,0,263,2024-11-16,0,4,2,0,0,FB,ESP,Offline TA/TO,GDS,0,1,B,C,3,Non Refund,5,Transient-Party,184.1,1,5
BKG1367,Resort Hotel,0,148,2024-12-23,3,2,1,1,0,HB,USA,Direct,TA/TO,0,1,E,B,1,No Deposit,0,Transient-Party,196.15,0,1
BKG1368,City Hotel,1,80,2024-08-18,1,1,3,0,0,BB,GBR,Direct,Direct,0,2,G,A,2,No Deposit,3,Transient-Party,56.94,0,1
BKG1369,City Hotel,1,214,2024-09-20,1,5,3,1,0,HB,DEU,Offline TA/TO,TA/TO,1,2,H,E,0,No Deposit,0,Transient-Party,103.37,0,0
BKG1370,Resort Hotel,0,197,2025-04-30,2,4,2,1,0,BB,PRT,Direct,Corporate,0,0,B,F,2,No Deposit,2,Group,81.93,0,2
BKG1371,Resort Hotel,0,199,2025-07-26,1,4,4,0,0,BB,FRA,Online TA,Direct,1,0,H,A,3,No Deposit,8,Contract,163.39,0,3
BKG1372,Resort Hotel,0,24,2025-06-14,1,2,2,2,0,FB,USA,Direct,Direct,0,0,G,B,0,No Deposit,4,Transient-Party,146.03,0,4
BKG1373,Resort Hotel,0,88,2025-02-21,2,5,4,0,0,BB,ITA,Offline TA/TO,Direct,0,2,C,B,1,No Deposit,4,Group,67.98,0,4
BKG1374,City Hotel,0,267,2025-02-17,1,4,2,2,0,BB,ITA,Online TA,Direct,0,1,A,F,2,Non Refund,3,Contract,122.53,0,0
BKG1375,Resort Hotel,0,142,2024-08-11,1,1,2,0,0,BB,GBR,Corporate,TA/TO,0,0,H,C,1,No Deposit,2,Transient,152.82,0,4
BKG1376,Resort Hotel,0,58,2025-01-20,1,2,2,0,0,FB,FRA,Offline TA/TO,GDS,0,1,E,F,1,No Deposit,4,Transient-Party,166.85,0,2
BKG1377,City Hotel,1,364,2024-10-31,1,5,3,0,1,HB,FRA,Offline TA/TO,GDS,0,0,F,D,0,No Deposit,3,Group,53.01,0,0
BKG1378,Resort Hotel,0,25,2024-12-14,2,2,2,0,0,HB,ESP,Corporate,Corporate,0,0,E,A,2,No Deposit,7,Transient,183.57,0,2
BKG1379,City Hotel,0,46,2025-07-30,1,1,2,0,0,HB,FRA,Offline TA/TO,GDS,0,0,B,C,3,No Deposit,3,Group,135.39,1,0
BKG1380,Resort Hotel,1,287,2025-01-19,1,5,1,1,0,BB,ITA,Direct,GDS,1,0,C,E,1,No Deposit,7,Contract,171.79,0,4
BKG1381,Resort Hotel,1,265,2024-08-01,2,2,2,0,1,BB,DEU,Corporate,GDS,0,0,G,G,0,No Deposit,5,Contract,171.19,0,0
BKG1382,Resort Hotel,0,15,2025-02-04,3,3,2,0,0,BB,GBR,Offline TA/TO,GDS,0,1,D,D,0,No Deposit,4,Transient,78.48,0,1
BKG1383,City Hotel,0,198,2025-04-16,0,1,2,1,0,BB,GBR,Corporate,Corporate,0,0,F,C,3,No Deposit,3,Group,66.53,1,3
BKG1384,City Hotel,0,281,2024-12-14,3,1,3,0,0,BB,USA,Corporate,TA/TO,0,1,C,G,0,No Deposit,3,Transient-Party,158.19,0,4
BKG1385,Resort Hotel,0,85,2025-01-07,2,1,1,2,0,SC,USA,Corporate,Direct,1,2,H,G,1,No Deposit,3,Transient-Party,73.46,0,5
BKG1386,City Hotel,0,249,2025-04-18,0,3,2,1,0,BB,USA,Online TA,GDS,0,0,H,A,0,No Deposit,8,Transient,177.49,0,3
BKG1387,City Hotel,0,269,2024-11-12,2,3,2,2,0,BB,ITA,Offline TA/TO,TA/TO,0,1,E,B,2,Non Refund,3,Transient,158.93,0,4
BKG1388,City Hotel,0,334,2025-07-16,2,4,3,1,0,BB,ITA,Online TA,GDS,0,2,D,E,2,Refundable,8,Transient,176.27,0,3
BKG1389,City Hotel,0,116,2025-07-29,1,2,3,0,0,BB,ITA,Offline TA/TO,GDS,0,2,C,F,1,No Deposit,9,Group,94.85,0,1
BKG1390,City Hotel,0,6,2025-04-04,0,4,2,0,1,SC,ITA,Direct,Direct,0,2,A,A,2,No Deposit,5,Transient-Party,97.49,1,3
BKG1391,City Hotel,0,136,2025-06-29,1,2,2,1,0,BB,ITA,Direct,Direct,0,1,F,D,3,No Deposit,9,Transient-Party,150.68,0,0
BKG1392,Resort Hotel,0,175,2025-04-07,0,3,2,0,0,BB,ITA,Direct,Direct,0,0,B,H,0,No Deposit,6,Transient-Party,54.72,0,3
BKG1393,Resort Hotel,0,327,2024-12-26,2,3,2,0,0,HB,DEU,Offline TA/TO,GDS,0,0,C,G,1,No Deposit,9,Transient,158.97,0,4
BKG1394,City Hotel,0,314,2024-09-23,2,4,3,0,0,BB,ITA,Corporate,GDS,1,1,C,D,3,No Deposit,2,Transient-Party,175.37,0,5
BKG1395,Resort Hotel,1,214,2025-01-02,3,5,2,2,0,BB,FRA,Corporate,GDS,0,0,A,G,0,No Deposit,7,Contract,112.27,2,5
BKG1396,Resort Hotel,0,81,2024-08-12,0,4,2,0,0,BB,FRA,Online TA,Direct,0,1,E,B,3,No Deposit,2,Transient,164.73,0,2
BKG1397,Resort Hotel,0,222,2025-03-28,1,2,2,0,0,BB,ESP,Online TA,Corporate,1,0,G,H,1,No Deposit,0,Transient-Party,76.19,0,3
BKG1398,Resort Hotel,1,102,2025-03-16,3,4,3,0,0,SC,DEU,Direct,TA/TO,0,2,G,B,1,Non Refund,9,Group,98.34,0,5
BKG1399,City Hotel,0,272,2025-03-27,3,1,2,0,0,HB,USA,Online TA,Corporate,0,0,F,E,3,No Deposit,4,Transient,196.15,0,3
BKG1400,Resort Hotel,0,13,2024-10-11,3,2,2,0,0,BB,PRT,Offline TA/TO,GDS,0,1,F,F,0,No Deposit,1,Contract,197.95,0,5
BKG1401,Resort Hotel,0,158,2024-12-09,1,2,2,0,0,FB,ITA,Offline TA/TO,GDS,1,1,B,E,2,No Deposit,9,Contract,126.89,1,3
BKG1402,City Hotel,0,151,2025-01-09,3,5,3,0,0,BB,ESP,Online TA,Corporate,0,2,C,B,2,No Deposit,5,Group,190.14,2,4
BKG1403,City Hotel,1,107,2025-06-04,1,3,2,1,0,BB,PRT,Online TA,GDS,0,1,D,B,3,No Deposit,9,Group,128.41,0,3
BKG1404,Resort Hotel,0,187,2025-02-07,3,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,C,D,1,No Deposit,8,Transient,93.74,0,4
BKG1405,Resort Hotel,0,300,2024-12-14,1,3,2,1,1,BB,ESP,Online TA,GDS,0,0,G,B,0,Non Refund,0,Transient,90.03,0,4
BKG1406,Resort Hotel,0,97,2024-11-24,2,4,2,1,0,BB,ESP,Direct,TA/TO,0,2,B,H,0,No Deposit,3,Contract,189.43,1,2
BKG1407,Resort Hotel,0,130,2025-04-21,2,1,2,0,0,HB,GBR,Direct,Corporate,0,1,C,H,1,No Deposit,0,Group,75.87,0,5
BKG1408,Resort Hotel,0,292,2024-10-01,2,5,2,0,0,SC,FRA,Online TA,Corporate,0,2,A,C,2,No Deposit,0,Transient,136.94,0,0
BKG1409,Resort Hotel,0,170,2025-06-05,2,3,2,0,0,BB,FRA,Offline TA/TO,GDS,0,0,G,G,0,No Deposit,7,Contract,133.33,0,4
BKG1410,City Hotel,0,182,2024-11-22,2,2,2,1,0,BB,DEU,Direct,TA/TO,1,2,C,A,3,No Deposit,1,Group,160.94,0,5
BKG1411,Resort Hotel,1,363,2025-07-21,3,3,2,0,0,BB,ESP,Offline TA/TO,GDS,0,1,C,B,2,Non Refund,0,Contract,124.89,2,1
BKG1412,Resort Hotel,0,38,2025-05-27,3,2,3,0,0,BB,ITA,Corporate,Direct,0,2,G,E,3,Non Refund,7,Transient-Party,90.84,0,3
BKG1413,City Hotel,0,14,2024-09-01,3,3,2,0,0,BB,FRA,Offline TA/TO,Direct,0,1,D,F,2,No Deposit,3,Group,75.41,0,1
BKG1414,City Hotel,0,3,2025-04-18,1,2,4,0,0,BB,ESP,Online TA,Direct,0,1,G,G,1,No Deposit,2,Transient,143.12,0,3
BKG1415,City Hotel,0,348,2025-01-24,1,4,2,0,1,FB,DEU,Corporate,Direct,0,0,A,G,3,No Deposit,3,Transient,157.85,0,2
BKG1416,City Hotel,0,209,2025-03-18,1,2,2,0,0,BB,ITA,Direct,GDS,0,0,A,F,3,No Deposit,4,Transient-Party,135.43,0,4
BKG1417,Resort Hotel,0,160,2024-11-06,1,2,2,1,0,BB,DEU,Direct,Direct,0,0,C,F,1,Refundable,0,Group,160.75,0,0
BKG1418,Resort Hotel,0,15,2025-04-27,2,1,2,0,0,BB,GBR,Corporate,TA/TO,0,1,F,G,3,No Deposit,0,Contract,71.23,0,4
BKG1419,Resort Hotel,0,107,2025-04-02,2,2,2,0,0,BB,ITA,Offline TA/TO,Corporate,0,2,D,C,2,No Deposit,2,Transient,182.37,0,3
BKG1420,Resort Hotel,0,310,2025-05-29,2,1,1,0,0,BB,ESP,Direct,Corporate,0,1,C,E,0,No Deposit,5,Transient-Party,137.36,0,0
BKG1421,Resort Hotel,1,226,2025-03-16,0,5,2,1,0,HB,FRA,Online TA,Direct,0,0,G,C,0,No Deposit,0,Transient-Party,69.03,0,4
BKG1422,Resort Hotel,0,169,2024-09-18,3,1,3,0,0,BB,FRA,Corporate,Direct,0,0,C,B,1,Non Refund,1,Group,119.29,0,0
BKG1423,City Hotel,0,33,2025-05-11,1,4,2,1,0,HB,ESP,Online TA,Direct,0,2,B,A,2,No Deposit,6,Group,176.72,0,3
BKG1424,Resort Hotel,0,250,2024-10-15,1,1,3,0,0,BB,ESP,Corporate,GDS,0,0,B,F,3,No Deposit,0,Transient,184.63,0,2
BKG1425,City Hotel,1,246,2025-02-06,2,5,2,0,0,BB,ESP,Direct,Corporate,0,0,F,H,3,No Deposit,6,Transient-Party,89.7,0,2
BKG1426,City Hotel,0,268,2024-10-23,1,4,2,0,0,BB,USA,Offline TA/TO,Direct,0,0,D,E,0,No Deposit,3,Contract,156.69,0,4
BKG1427,Resort Hotel,0,140,2025-07-17,1,3,2,0,0,FB,ITA,Corporate,TA/TO,0,2,E,F,3,No Deposit,9,Transient-Party,65.0,0,1
BKG1428,City Hotel,1,273,2025-05-23,3,3,2,0,0,BB,FRA,Corporate,Direct,0,1,H,C,0,No Deposit,5,Contract,55.03,1,3
BKG1429,Resort Hotel,1,95,2024-11-02,2,1,2,0,0,HB,ITA,Online TA,Corporate,0,0,B,D,1,No Deposit,7,Contract,134.06,0,4
BKG1430,City Hotel,1,226,2024-08-04,3,1,2,1,0,BB,DEU,Direct,Direct,0,2,E,B,3,No Deposit,8,Transient,154.22,0,4
BKG1431,Resort Hotel,0,38,2025-02-28,0,5,1,0,0,HB,FRA,Online TA,Corporate,1,0,A,A,2,No Deposit,5,Transient-Party,169.37,0,2
BKG1432,City Hotel,0,301,2025-07-20,0,5,2,0,0,BB,USA,Direct,Direct,0,2,B,B,3,No Deposit,8,Contract,101.03,0,0
BKG1433,Resort Hotel,0,28,2025-07-07,0,2,2,0,0,HB,ESP,Online TA,TA/TO,1,0,B,D,0,No Deposit,3,Group,50.98,1,3
BKG1434,Resort Hotel,1,317,2025-04-06,2,5,3,0,0,BB,GBR,Corporate,Direct,0,2,D,A,1,No Deposit,5,Contract,121.93,0,0
BKG1435,Resort Hotel,0,244,2025-07-01,1,2,3,0,0,SC,ESP,Online TA,TA/TO,0,0,F,D,0,No Deposit,7,Group,52.38,1,5
BKG1436,Resort Hotel,0,235,2025-06-01,2,4,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,1,E,B,3,No Deposit,8,Group,63.8,0,5
BKG1437,Resort Hotel,0,184,2024-11-23,2,1,2,0,0,BB,USA,Direct,Direct,0,0,G,C,0,No Deposit,2,Transient-Party,99.0,2,3
BKG1438,City Hotel,1,271,2025-07-24,1,4,2,0,0,BB,ITA,Direct,TA/TO,0,2,B,G,0,No Deposit,1,Group,115.58,1,1
BKG1439,City Hotel,0,235,2024-08-11,3,5,2,0,0,FB,FRA,Corporate,GDS,0,0,B,B,1,Non Refund,5,Contract,91.92,1,5
BKG1440,City Hotel,0,238,2024-10-04,0,4,3,0,1,BB,ESP,Direct,Direct,0,1,D,B,2,No Deposit,3,Group,137.28,0,2
BKG1441,Resort Hotel,0,265,2024-12-24,3,4,2,0,1,HB,FRA,Offline TA/TO,Direct,0,0,D,B,3,No Deposit,0,Transient-Party,58.3,0,1
BKG1442,City Hotel,0,358,2025-04-19,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,2,F,E,1,No Deposit,7,Transient,71.69,0,4
BKG1443,Resort Hotel,0,339,2024-10-27,2,5,2,2,0,BB,DEU,Corporate,TA/TO,0,2,E,D,2,No Deposit,8,Contract,154.29,0,5
BKG1444,Resort Hotel,0,64,2025-07-31,0,4,2,0,0,BB,ITA,Offline TA/TO,Direct,0,1,A,H,0,No Deposit,8,Contract,71.32,2,2
BKG1445,City Hotel,0,176,2025-04-22,2,2,2,0,1,SC,FRA,Direct,GDS,1,2,G,D,2,No Deposit,1,Transient-Party,145.97,0,4
BKG1446,City Hotel,0,2,2025-06-06,3,5,3,0,0,HB,GBR,Direct,TA/TO,0,0,F,F,0,No Deposit,8,Transient-Party,58.2,1,1
BKG1447,Resort Hotel,0,141,2024-10-12,2,4,2,1,0,SC,DEU,Offline TA/TO,TA/TO,0,0,H,D,0,No Deposit,6,Transient-Party,111.11,0,3
BKG1448,City Hotel,0,157,2025-01-19,3,5,2,1,0,BB,GBR,Online TA,Corporate,0,0,A,F,1,No Deposit,4,Transient-Party,76.61,0,4
BKG1449,Resort Hotel,0,323,2025-07-12,1,3,4,0,0,HB,ESP,Online TA,GDS,0,2,C,E,0,No Deposit,6,Contract,66.45,0,0
BKG1450,Resort Hotel,0,145,2025-03-02,1,2,2,2,0,HB,DEU,Corporate,GDS,0,0,B,C,1,No Deposit,8,Transient,135.05,0,3
BKG1451,Resort Hotel,0,292,2024-11-05,1,4,2,0,0,BB,FRA,Direct,Direct,0,0,E,F,2,No Deposit,7,Group,189.25,0,3
BKG1452,Resort Hotel,0,152,2024-09-14,2,3,1,0,0,FB,DEU,Offline TA/TO,GDS,0,0,F,B,2,No Deposit,5,Group,58.22,0,1
BKG1453,Resort Hotel,0,192,2024-09-23,1,3,2,1,0,SC,ESP,Online TA,Direct,0,1,B,C,0,Refundable,3,Transient,113.23,2,1
BKG1454,City Hotel,0,72,2024-08-11,0,5,3,1,0,FB,USA,Corporate,Corporate,0,2,E,G,1,No Deposit,0,Transient,156.13,0,2
BKG1455,City Hotel,1,304,2025-06-04,3,3,2,0,0,HB,ITA,Direct,GDS,1,2,E,E,0,No Deposit,5,Transient,119.4,0,2
BKG1456,Resort Hotel,0,343,2025-07-06,3,2,3,0,0,BB,GBR,Direct,TA/TO,0,2,E,D,1,Non Refund,2,Transient-Party,170.97,0,0
BKG1457,Resort Hotel,1,139,2024-09-11,0,2,2,0,0,BB,ESP,Corporate,Corporate,0,1,B,F,1,No Deposit,5,Contract,76.95,0,3
BKG1458,City Hotel,0,186,2025-04-29,2,1,3,0,0,SC,USA,Corporate,Direct,0,2,F,H,1,No Deposit,5,Contract,193.94,0,0
BKG1459,City Hotel,0,292,2024-09-27,2,2,2,1,0,BB,DEU,Online TA,Corporate,0,1,G,B,2,No Deposit,3,Contract,107.77,0,0
BKG1460,Resort Hotel,1,60,2025-01-01,3,3,3,0,0,HB,DEU,Offline TA/TO,Direct,0,1,D,A,1,Refundable,1,Transient-Party,101.24,0,1
BKG1461,City Hotel,0,197,2025-04-05,1,2,1,0,0,HB,ESP,Direct,Corporate,0,2,B,G,2,Non Refund,8,Contract,181.19,0,0
BKG1462,Resort Hotel,0,294,2025-05-08,2,5,4,0,0,HB,FRA,Offline TA/TO,Direct,0,0,H,A,1,No Deposit,1,Transient-Party,134.58,0,0
BKG1463,City Hotel,0,318,2024-09-12,2,1,2,0,0,SC,DEU,Direct,GDS,0,0,E,C,2,No Deposit,2,Contract,127.47,1,4
BKG1464,Resort Hotel,0,301,2025-05-18,0,3,2,0,0,BB,FRA,Direct,TA/TO,0,2,F,D,3,No Deposit,9,Transient,159.05,0,2
BKG1465,City Hotel,1,343,2024-12-28,0,1,3,0,0,BB,FRA,Offline TA/TO,Direct,0,2,G,H,2,No Deposit,0,Group,136.98,0,2
BKG1466,Resort Hotel,1,10,2024-10-06,1,3,2,2,0,BB,ITA,Corporate,Corporate,0,1,C,A,2,No Deposit,6,Group,74.38,0,3
BKG1467,City Hotel,1,61,2024-09-26,2,5,3,1,0,BB,FRA,Online TA,Direct,0,2,H,C,0,No Deposit,0,Transient-Party,151.13,0,2
BKG1468,City Hotel,0,332,2025-07-21,2,1,2,0,0,BB,PRT,Direct,Direct,0,1,A,E,1,No Deposit,8,Contract,70.02,0,5
BKG1469,Resort Hotel,1,225,2024-11-02,0,4,2,1,0,BB,ITA,Corporate,Direct,0,2,H,C,3,No Deposit,0,Group,170.88,0,3
BKG1470,City Hotel,1,152,2025-02-08,2,3,2,1,0,FB,USA,Direct,Corporate,0,0,E,G,0,No Deposit,4,Transient,198.46,0,4
BKG1471,Resort Hotel,0,198,2024-12-01,3,4,1,1,0,SC,USA,Online TA,TA/TO,0,0,C,H,1,No Deposit,6,Transient,106.61,0,2
BKG1472,City Hotel,0,51,2025-02-07,0,1,2,0,0,BB,DEU,Direct,GDS,0,2,D,H,3,No Deposit,2,Transient,116.71,0,4
BKG1473,Resort Hotel,1,259,2024-12-26,1,4,1,0,0,BB,DEU,Online TA,TA/TO,0,1,G,C,3,Refundable,8,Transient-Party,56.97,0,2
BKG1474,City Hotel,0,58,2024-08-22,0,4,2,0,0,SC,FRA,Online TA,Direct,0,0,G,G,3,No Deposit,7,Transient-Party,52.06,0,2
BKG1475,Resort Hotel,1,71,2025-04-10,2,1,2,0,0,BB,ITA,Direct,Corporate,0,1,E,C,1,No Deposit,2,Contract,188.21,0,4
BKG1476,City Hotel,0,147,2025-01-30,1,5,2,0,0,BB,ITA,Direct,TA/TO,0,2,H,H,3,No Deposit,4,Transient,69.29,0,0
BKG1477,Resort Hotel,1,348,2024-10-11,0,4,2,0,0,BB,PRT,Online TA,Direct,0,2,H,H,3,No Deposit,6,Contract,116.87,0,0
BKG1478,City Hotel,0,62,2025-03-13,3,4,2,0,0,BB,FRA,Corporate,GDS,0,0,G,B,0,Non Refund,3,Contract,172.3,0,0
BKG1479,Resort Hotel,0,309,2025-06-25,3,5,2,1,0,BB,PRT,Offline TA/TO,GDS,0,2,C,C,2,No Deposit,4,Transient,183.4,0,5
BKG1480,Resort Hotel,0,242,2024-08-16,0,4,1,0,0,SC,FRA,Online TA,GDS,0,0,E,F,1,No Deposit,2,Contract,127.91,0,0
BKG1481,Resort Hotel,1,329,2025-07-16,3,4,3,0,0,BB,GBR,Direct,Direct,0,1,B,C,2,No Deposit,8,Group,134.75,2,2
BKG1482,City Hotel,0,106,2024-08-08,3,4,3,2,0,BB,GBR,Direct,Corporate,0,0,F,H,0,No Deposit,9,Transient-Party,150.45,0,1
BKG1483,Resort Hotel,0,225,2025-02-07,3,2,2,2,0,BB,ESP,Corporate,TA/TO,0,0,C,B,2,No Deposit,8,Contract,194.21,0,4
BKG1484,City Hotel,0,312,2024-08-03,1,5,2,1,0,BB,FRA,Offline TA/TO,GDS,0,1,F,B,3,No Deposit,6,Transient,140.4,0,1
BKG1485,Resort Hotel,1,217,2024-10-29,3,4,3,2,0,HB,ITA,Online TA,Direct,0,0,B,E,3,No Deposit,9,Transient-Party,133.92,0,5
BKG1486,City Hotel,0,240,2025-05-20,3,5,2,0,1,HB,DEU,Online TA,Direct,0,0,B,G,1,No Deposit,1,Transient-Party,52.18,0,1
BKG1487,Resort Hotel,1,258,2024-10-26,3,3,1,2,0,HB,USA,Offline TA/TO,TA/TO,1,2,F,D,1,No Deposit,6,Contract,62.14,0,3
BKG1488,City Hotel,0,261,2025-06-10,1,3,2,0,0,BB,ESP,Online TA,GDS,0,1,C,A,1,Non Refund,6,Group,136.58,0,0
BKG1489,City Hotel,0,4,2024-11-27,0,4,2,0,0,SC,DEU,Offline TA/TO,Direct,1,0,F,A,0,No Deposit,4,Contract,190.44,1,5
BKG1490,Resort Hotel,0,260,2025-02-12,2,5,1,0,0,FB,GBR,Direct,TA/TO,0,1,F,C,1,Refundable,8,Group,180.0,0,2
BKG1491,City Hotel,0,53,2024-09-18,3,5,2,0,0,HB,FRA,Offline TA/TO,Corporate,0,1,A,E,0,No Deposit,2,Transient-Party,197.39,0,0
BKG1492,City Hotel,1,46,2025-01-31,0,5,4,0,0,BB,ESP,Online TA,Corporate,0,0,C,C,3,No Deposit,3,Contract,129.18,0,0
BKG1493,Resort Hotel,0,214,2024-10-18,3,2,3,0,0,BB,FRA,Offline TA/TO,Corporate,0,2,H,A,2,No Deposit,0,Transient,168.19,0,1
BKG1494,City Hotel,0,176,2024-12-06,1,3,2,1,0,BB,GBR,Corporate,GDS,0,1,H,G,3,No Deposit,5,Contract,176.06,0,3
BKG1495,City Hotel,1,8,2024-09-06,0,5,1,0,0,HB,ESP,Direct,TA/TO,0,0,A,H,3,No Deposit,3,Group,147.2,0,0
BKG1496,City Hotel,0,98,2024-12-07,1,5,3,0,0,BB,GBR,Direct,TA/TO,0,1,E,G,3,No Deposit,0,Group,100.81,0,4
BKG1497,Resort Hotel,0,19,2025-05-12,3,2,2,1,0,BB,PRT,Offline TA/TO,Direct,0,2,G,G,1,No Deposit,1,Contract,120.5,0,4
BKG1498,City Hotel,1,240,2025-06-16,3,2,2,0,0,FB,GBR,Online TA,Direct,0,2,H,B,1,No Deposit,2,Group,178.69,0,0
BKG1499,Resort Hotel,0,60,2024-12-21,1,5,1,0,0,FB,ITA,Corporate,Direct,0,2,F,H,1,No Deposit,8,Transient-Party,94.78,0,1
